Person ID,CKW ID,Gender,District,Education Level,Active Date,CKW Status,CKW Type,Poverty Status,Previous Month's Performance: Start Date,Previous Month's Performance: Searches::Target,Previous Month's Performance: Searches::Total Valid,Previous Month's Performance: Searches::Invalid,Previous Month's Performance: Searches::New System (Updated Daily),Previous Month's Performance: Surveys::Target,Previous Month's Performance: Surveys::Total Valid,Previous Month's Performance: Surveys::Approved,Previous Month's Performance: Surveys::Rejected,Previous Month's Performance: Surveys::Pending,Previous Month's Performance: Surveys::Not Reviewed
Person-078727,CKW-11-016352,Female,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,15,0,,3,0,0,0,3
Person-078751,CKW-11-016354,Male,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,7,0,,2,0,0,0,2
Person-078872,CKW-11-016367,Female,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,19,0,,3,0,0,0,3
Person-078879,CKW-11-016368,Male,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,18,0,,4,0,0,0,4
Person-078791,CKW-11-016357,Female,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,9,0,,3,0,0,0,3
Person-078723,CKW-11-016351,Male,Kapchorwa,,,In Training,,Unknown,10/1/11,,18,4,18,,3,0,0,0,3
Person-078832,CKW-11-016362,Female,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,2,0,,2,0,0,0,2
Person-078849,CKW-11-016363,Female,Kapchorwa,,,In Training,,Unknown,10/1/11,,30,12,30,,7,0,0,0,7
Person-078732,CKW-11-016353,Male,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,2,0,,1,0,0,0,1
Person-078774,CKW-11-016356,Male,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,7,0,,2,0,0,0,2
Person-078858,CKW-11-016365,Female,Kapchorwa,,,In Training,,Unknown,10/1/11,,2,7,2,,3,0,0,0,3
Person-078822,CKW-11-016360,Male,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,7,0,,4,0,0,0,4
Person-078714,CKW-11-016350,Female,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,7,0,,1,0,0,0,1
Person-078696,CKW-11-016349,Male,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,9,0,,3,0,0,0,3
Person-078761,CKW-11-016355,Male,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,7,0,,4,0,0,0,4
Person-078794,CKW-11-016358,Male,Kapchorwa,,,In Training,,Unknown,10/1/11,,0,7,0,,2,0,0,0,2
Person-019552,CKW-11-001448,Male,Kapchorwa,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-019654,CKW-11-001450,Male,Kapchorwa,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-019684,CKW-11-001633,Male,Kapchorwa,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-019685,CKW-11-003617,Male,Kapchorwa,,,,Demo Account,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-019653,CKW-11-001449,Female,Kapchorwa,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-037386,CKW-11-006194,Male,Mbale,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-075481,CKW-11-016681,,Mbale,,,Active,,Unknown,10/1/11,,66,0,66,,1,0,0,0,1
Person-010536,CKW-11-001041,Male,Mbale,,1/22/11,Active,,Unknown,10/1/11,,75,0,75,,1,0,0,0,1
Person-010156,CKW-11-001027,Female,Mbale,,1/22/11,Active,,Unknown,10/1/11,,93,0,93,,2,0,0,0,2
Person-010155,CKW-11-001042,Female,Mbale,,1/22/11,Active,,Unknown,10/1/11,,81,0,81,,4,0,0,0,4
Person-010160,CKW-11-001025,Male,Mbale,,1/22/11,On vacation,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-010159,CKW-11-001026,Male,Mbale,,1/22/11,Active,,Unknown,10/1/11,,89,14,89,,2,0,0,0,2
Person-010166,CKW-11-001024,Male,Mbale,,1/22/11,Active,,Unknown,10/1/11,,0,11,0,,1,0,0,0,1
Person-010165,CKW-11-001040,Male,Mbale,,1/22/11,Active,,Unknown,10/1/11,,120,12,120,,2,0,0,0,2
Person-010158,CKW-11-001021,Female,Mbale,,1/22/11,Active,,Unknown,10/1/11,,54,0,54,,2,0,0,0,2
Person-010161,CKW-11-001020,Male,Mbale,,1/22/11,Active,,Unknown,10/1/11,,57,2,57,,4,0,0,0,4
Person-010154,CKW-11-001023,Female,Mbale,,1/22/11,Active,,Unknown,10/1/11,,56,1,56,,2,0,0,0,2
Person-010162,CKW-11-001043,Male,Mbale,,1/22/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-010164,CKW-11-001022,Male,Mbale,,1/22/11,Active,,Unknown,10/1/11,,95,2,95,,3,0,0,0,3
Person-010157,CKW-11-001019,Female,Mbale,,1/22/11,Active,,Unknown,10/1/11,,30,10,30,,4,0,0,0,4
Person-010418,CKW-11-001028,Female,Mbale,,1/22/11,Active,,Unknown,10/1/11,,60,0,60,,8,0,0,0,8
Person-010021,CKW-11-001033,Female,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,52,0,52,,0,0,0,0,0
Person-010070,CKW-11-001035,Male,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,35,42,35,,0,0,0,0,0
Person-010069,CKW-11-001037,Male,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-010023,CKW-11-001038,Male,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,50,7,50,,0,0,0,0,0
Person-010020,CKW-11-001029,Female,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,24,0,24,,0,0,0,0,0
Person-010067,CKW-11-001032,Male,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,61,2,61,,0,0,0,0,0
Person-010068,CKW-11-001034,Male,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,67,0,67,,2,0,0,0,2
Person-010071,CKW-11-001039,Male,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,66,4,66,,0,0,0,0,0
Person-010024,CKW-11-001030,Male,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,0,82,0,,0,0,0,0,0
Person-010022,CKW-11-001036,Male,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,80,36,80,,0,0,0,0,0
Person-010065,CKW-11-001031,Male,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,22,51,22,,0,0,0,0,0
Person-010066,CKW-11-001045,Male,Bushenyi,,1/22/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-006464,CKW-10-000764,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,64,0,64,,1,1,0,0,0
Person-006462,CKW-10-000762,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,61,3,61,,0,0,0,0,0
Person-006461,CKW-10-000761,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,10,103,10,,0,0,0,0,0
Person-006465,CKW-10-000765,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,71,5,71,,6,0,0,0,6
Person-006458,CKW-10-000758,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,103,0,103,,0,0,1,0,0
Person-006456,CKW-10-000756,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,17,36,17,,0,0,0,0,0
Person-006450,CKW-10-000750,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,65,0,65,,0,0,0,0,0
Person-006463,CKW-10-000763,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-006448,CKW-10-000747,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,91,40,91,,22,0,1,0,22
Person-006449,CKW-10-000748,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,11,15,11,,0,0,0,0,0
Person-006457,CKW-10-000757,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,70,15,70,,4,0,2,0,4
Person-006455,CKW-10-000755,Female,Oyam,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-006452,CKW-10-000752,Female,Oyam,,12/10/10,Dropped,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-006459,CKW-10-000759,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,106,0,106,,14,0,1,0,14
Person-006466,CKW-10-000766,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,21,16,21,,0,0,0,0,0
Person-006460,CKW-10-000760,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,58,3,58,,0,0,0,0,0
Person-006479,CKW-10-000775,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,1,14,1,,0,0,0,0,0
Person-006484,CKW-10-000780,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,98,2,98,,7,0,0,0,7
Person-006481,CKW-10-000777,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,63,6,63,,7,0,0,0,7
Person-006480,CKW-10-000776,Male,Oyam,,12/10/10,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-006475,CKW-10-000771,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,80,1,80,,7,0,0,0,7
Person-006477,CKW-10-000773,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,91,0,91,,24,0,0,0,24
Person-006485,CKW-10-000781,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,48,1,48,,25,0,0,0,25
Person-006473,CKW-10-000769,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,70,10,70,,14,0,1,0,14
Person-006469,CKW-10-000767,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,67,27,67,,0,0,0,0,0
Person-006486,CKW-10-000782,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,52,18,52,,12,0,0,0,12
Person-006476,CKW-10-000772,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,100,0,100,,13,0,0,0,13
Person-006474,CKW-10-000770,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,76,24,76,,14,0,0,0,14
Person-006487,CKW-10-000783,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-006482,CKW-10-000778,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-006483,CKW-10-000779,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,46,7,46,,12,0,0,0,12
Person-006472,CKW-10-000768,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,59,0,59,,12,0,0,0,12
Person-006478,CKW-10-000774,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,56,7,56,,16,2,1,0,14
Person-006499,CKW-10-000791,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,76,2,76,,11,0,1,0,11
Person-006504,CKW-10-000796,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,67,28,67,,12,0,0,0,12
Person-006500,CKW-10-000792,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,82,0,82,,3,0,1,0,3
Person-006511,CKW-10-000803,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,43,168,43,,18,0,1,0,18
Person-006507,CKW-10-000799,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,84,114,84,,12,0,0,0,12
Person-006506,CKW-10-000798,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,60,17,60,,17,0,0,0,17
Person-006505,CKW-10-000797,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,71,14,71,,12,0,0,0,12
Person-006503,CKW-10-000795,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-006508,CKW-10-000800,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-006512,CKW-10-000804,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,19,8,19,,0,0,0,0,0
Person-006502,CKW-10-000794,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,58,6,58,,12,0,0,0,12
Person-006498,CKW-10-000790,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,38,25,38,,9,0,3,0,9
Person-006509,CKW-10-000801,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,53,10,53,,1,1,0,0,0
Person-006497,CKW-10-000789,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,76,23,76,,12,1,0,0,11
Person-006510,CKW-10-000802,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,51,0,51,,0,0,1,0,0
Person-006501,CKW-10-000793,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,54,5,54,,9,0,0,1,8
Person-006517,CKW-10-000806,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,83,0,83,,23,0,1,0,23
Person-006570,CKW-10-000807,Male,Oyam,,12/10/10,Dropped,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-006571,CKW-10-000808,Male,Oyam,,12/10/10,Active,,Unknown,10/1/11,,56,7,56,,10,0,0,0,10
Person-006568,CKW-10-000809,Female,Oyam,,12/10/10,Active,,Unknown,10/1/11,,24,1,24,,0,0,0,0,0
Person-006569,CKW-10-000810,Male,Oyam,,,Suspended,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-001865,CKW-10-000664,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,77,0,77,,2,0,0,0,2
Person-001889,CKW-10-000640,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,50,0,50,,3,0,0,0,3
Person-001884,CKW-10-000645,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,98,38,98,,1,1,0,0,0
Person-001875,CKW-10-000654,Female,Amuru,,10/29/10,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-001888,CKW-10-000641,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-001887,CKW-10-000642,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,2,4,2,,0,0,0,0,0
Person-001863,CKW-10-000666,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,17,99,17,,0,0,0,0,0
Person-001861,CKW-10-000668,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,9,1,9,,0,0,0,0,0
Person-001860,CKW-10-000669,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-001864,CKW-10-000665,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-001880,CKW-10-000649,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,10,12,10,,0,0,1,0,0
Person-001872,CKW-10-000657,Male,Amuru,,10/29/10,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-001878,CKW-10-000651,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,100,6,100,,3,0,1,0,3
Person-001871,CKW-10-000658,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,52,8,52,,0,0,0,0,0
Person-001885,CKW-10-000644,Female,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,23,24,23,,0,0,0,0,0
Person-001890,CKW-10-000639,Female,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,51,0,51,,1,0,0,1,0
Person-001891,CKW-10-000638,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,79,2,79,,0,0,2,0,0
Person-001893,CKW-10-000636,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-001879,CKW-10-000650,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,38,0,38,,0,0,1,0,0
Person-001883,CKW-10-000646,Female,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,7,73,7,,0,0,0,0,0
Person-001882,CKW-10-000647,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,51,0,51,,0,0,0,0,0
Person-001874,CKW-10-000655,Female,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,65,56,65,,0,0,0,0,0
Person-001866,CKW-10-000663,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,55,14,55,,2,1,1,0,1
Person-001873,CKW-10-000656,Male,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,6,8,6,,0,0,0,0,0
Person-001877,CKW-10-000652,Female,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-001894,CKW-10-000635,Female,Amuru,,10/29/10,Active,CKW,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-041186,CKW-11-007493,Male,Amuru,,,Active,,Unknown,10/1/11,,4,6,4,,0,0,1,0,0
Person-006331,CKW-10-000805,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,59,0,59,,1,0,0,0,1
Person-033331,CKW-11-004701,,Amuru,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-002078,CKW-10-000688,Female,Amuru,,10/29/10,Active,,Unknown,10/1/11,,16,15,16,,0,0,0,0,0
Person-033330,CKW-11-004700,,Amuru,,,,,Unknown,10/1/11,,0,0,0,,8,0,0,0,8
Person-033926,CKW-11-004962,Male,Amuru,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-001869,CKW-10-000660,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,43,11,43,,1,0,0,0,1
Person-007507,CKW-10-000831,Male,Amuru,,,,,Unknown,10/1/11,,4,0,4,,0,0,2,0,0
Person-001868,CKW-10-000661,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,19,7,19,,2,0,0,0,2
Person-007509,CKW-10-000832,Male,Amuru,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-001867,CKW-10-000662,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,83,0,83,,14,1,1,0,13
Person-001859,CKW-10-000670,Female,Amuru,,10/29/10,Active,,Unknown,10/1/11,,23,0,23,,0,0,0,0,0
Person-001870,CKW-10-000659,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-001862,CKW-10-000667,Male,Amuru,,10/29/10,Active,,Unknown,10/1/11,,395,76,395,,0,0,0,0,0
Person-001071,CKW-10-000567,Female,Amuru,,10/8/10,Active,,Unknown,10/1/11,,12,2,12,,21,0,0,0,21
Person-001901,CKW-10-000627,Male,Nwoya,,10/29/10,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-001896,CKW-10-000633,Male,Nwoya,,10/29/10,Active,CKW,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-001895,CKW-10-000634,Male,Nwoya,,10/29/10,Active,CKW,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-001899,CKW-10-000630,Male,Nwoya,,10/29/10,Active,CKW,Unknown,10/1/11,,33,17,33,,0,0,0,0,0
Person-001900,CKW-10-000629,Male,Nwoya,,10/29/10,Active,CKW,Unknown,10/1/11,,59,1,59,,0,0,0,0,0
Person-001904,CKW-10-000624,Male,Nwoya,,10/29/10,Active,CKW,Unknown,10/1/11,,48,0,48,,0,0,0,0,0
Person-001903,CKW-10-000625,Female,Nwoya,,10/29/10,Active,CKW,Unknown,10/1/11,,51,3,51,,0,0,0,0,0
Person-001898,CKW-10-000631,Male,Nwoya,,10/29/10,Active,CKW,Unknown,10/1/11,,60,0,60,,0,0,0,0,0
Person-001897,CKW-10-000632,Female,Nwoya,,10/29/10,Active,CKW,Unknown,10/1/11,,60,2,60,,0,0,0,0,0
Person-006495,CKW-10-000787,Male,Nwoya,,10/29/10,Active,,Unknown,10/1/11,,62,0,62,,0,0,0,0,0
Person-006494,CKW-10-000786,Male,Nwoya,,10/29/10,Active,,Unknown,10/1/11,,63,2,63,,1,0,0,0,1
Person-006492,CKW-10-000784,Male,Nwoya,,10/29/10,Active,,Unknown,10/1/11,,91,137,91,,1,1,0,0,0
Person-006493,CKW-10-000785,Male,Nwoya,,10/29/10,Active,,Unknown,10/1/11,,60,14,60,,0,0,0,0,0
Person-007508,CKW-10-000830,Male,Nwoya,,10/29/10,Active,,Unknown,10/1/11,,11,1,11,,39,0,0,0,39
Person-025117,CKW-11-003484,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,117,0,117,,7,1,0,0,6
Person-025116,CKW-11-003083,Male,Kasese,,5/26/11,Dropped,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025112,CKW-11-003079,Female,Kasese,,5/26/11,Active,,Unknown,10/1/11,,63,124,63,,8,0,0,0,8
Person-025321,CKW-11-003186,Male,Kasese,,,Active,,Unknown,10/1/11,,0,2,0,,0,0,0,0,0
Person-025125,CKW-11-003089,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,70,0,70,,2,0,0,0,2
Person-025140,CKW-11-003100,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,1,6,1,,0,0,0,0,0
Person-025325,CKW-11-003190,Male,Kasese,,,Active,,Unknown,10/1/11,,13,2,13,,1,0,0,0,1
Person-025129,CKW-11-003093,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,53,17,53,,2,1,0,0,1
Person-025145,CKW-11-003105,Female,Kasese,,5/26/11,Active,,Unknown,10/1/11,,521,6,521,,7,1,0,0,6
Person-025317,CKW-11-003181,Male,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025147,CKW-11-003107,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025143,CKW-11-003103,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,86,32,86,,2,1,0,0,1
Person-025123,CKW-11-003087,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,58,25,58,,3,1,0,0,2
Person-025131,CKW-11-003095,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,103,24,103,,8,1,0,0,7
Person-025127,CKW-11-003091,,Kasese,,5/26/11,Active,,Unknown,10/1/11,,125,19,125,,3,1,0,0,2
Person-025323,CKW-11-003188,Male,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025126,CKW-11-003090,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,52,24,52,,10,1,0,0,9
Person-025122,CKW-11-003086,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,206,91,206,,5,2,0,0,3
Person-025311,CKW-11-003177,Female,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025150,CKW-11-003110,Female,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025137,CKW-11-003097,Female,Kasese,,5/26/11,Active,,Unknown,10/1/11,,55,10,55,,1,1,0,0,0
Person-025128,CKW-11-003092,Female,Kasese,,5/26/11,Active,,Unknown,10/1/11,,23,24,23,,5,1,0,0,4
Person-025124,CKW-11-003088,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,53,17,53,,8,1,0,0,7
Person-025142,CKW-11-003102,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,234,0,234,,2,2,0,0,0
Person-025151,CKW-11-003111,Female,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025138,CKW-11-003098,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,111,0,111,,8,1,0,0,7
Person-025316,CKW-11-003180,Male,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025315,CKW-11-003179,Male,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025320,CKW-11-003185,Male,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025324,CKW-11-003189,Female,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025322,CKW-11-003187,Male,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025146,CKW-11-003106,Female,Kasese,,5/26/11,Active,,Unknown,10/1/11,,64,7,64,,11,1,0,0,10
Person-025177,CKW-11-003184,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,67,6,67,,1,1,0,0,0
Person-025149,CKW-11-003109,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,2,0,2,,0,0,0,0,0
Person-025314,CKW-11-003178,Female,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-025319,CKW-11-003183,Female,Kasese,,,Active,,Unknown,10/1/11,,3,13,3,,0,0,0,0,0
Person-025136,CKW-11-003096,Male,Kasese,,5/26/11,Active,,Unknown,10/1/11,,0,0,0,,4,1,0,0,3
Person-025130,CKW-11-003094,Female,Kasese,,5/26/11,Active,,Unknown,10/1/11,,44,4,44,,3,1,0,0,2
Person-025318,CKW-11-003182,Male,Kasese,,,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-041237,CKW-11-007505,Male,Kasese,,7/25/11,Active,,Unknown,10/1/11,,80,20,80,,0,0,0,0,0
Person-041241,CKW-11-007506,Male,Kasese,,7/25/11,Active,,Unknown,10/1/11,,78,0,78,,0,0,0,0,0
Person-041272,CKW-11-007523,Female,Kasese,,7/25/11,Active,,Unknown,10/1/11,,68,0,68,,0,0,0,0,0
Person-041251,CKW-11-007513,Female,Kasese,,7/25/11,Active,,Unknown,10/1/11,,16,16,16,,0,0,0,0,0
Person-025413,CKW-11-003193,Female,Kasese,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-026176,CKW-11-005555,Male,Kasese,,,,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-023870,CKW-11-002749,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,53,0,53,,1,1,0,0,0
Person-022009,CKW-11-001793,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,69,12,69,,10,1,0,0,9
Person-021998,CKW-11-001790,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,64,0,64,,0,0,0,0,0
Person-022011,CKW-11-001795,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,125,12,125,,1,1,0,0,0
Person-022007,CKW-11-001792,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,27,221,27,,1,1,0,0,0
Person-022024,CKW-11-001806,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,70,0,70,,1,1,0,0,0
Person-022018,CKW-11-001800,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,611,24,611,,12,0,0,0,12
Person-021992,CKW-11-001789,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,43,16,43,,1,1,0,0,0
Person-022017,CKW-11-001799,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,0,51,0,,6,0,0,0,6
Person-022016,CKW-11-001798,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,97,1,97,,9,1,0,0,8
Person-022022,CKW-11-001804,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,329,15,329,,8,1,0,0,7
Person-022012,CKW-11-001796,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,52,5,52,,1,1,0,0,0
Person-022097,CKW-11-001812,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,34,4,34,,0,0,0,0,0
Person-022094,CKW-11-001809,Female,Kasese,,5/13/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-022010,CKW-11-001794,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,61,10,61,,0,0,0,0,0
Person-022095,CKW-11-001810,Male,Kasese,,5/13/11,Active,,Unknown,10/1/11,,86,12,86,,1,1,0,0,0
